JUDET,UAT
OT,BALDOVINEŞTI
OT,BOBICEŞTI
OT,BRASTAVĂŢU
OT,BREBENI
OT,BRÂNCOVENI
OT,BUCINIŞU
OT,BÂRZA
OT,BĂBICIU
OT,BĂLTENI
OT,BĂRĂŞTI
OT,CEZIENI
OT,CILIENI
OT,COLONEŞTI
OT,CORBU
OT,COTEANA
OT,CRÂMPOIA
OT,CUNGREA
OT,CURTIŞOARA
OT,CÂRLOGANI
OT,CĂLUI
OT,DEVESELU
OT,DOBREŢU
OT,DOBROSLOVENI
OT,DOBROTEASA
OT,DOBRUN
OT,DRĂGHICENI
OT,DĂNEASA
OT,FĂGEŢELU
OT,FĂLCOIU
OT,FĂRCAŞELE
OT,GHIMPEŢENI
OT,GIUVĂRĂŞTI
OT,GOSTAVĂŢU
OT,GROJDIBODU
OT,GRĂDINARI
OT,GRĂDINILE
OT,GURA PADINII
OT,GÂRCOV
OT,GĂNEASA
OT,GĂVĂNEŞTI
OT,IANCA
OT,IANCU JIANU
OT,ICOANA
OT,IPOTEŞTI
OT,IZBICENI
OT,IZVOARELE
OT,LELEASCA
OT,MIHĂEŞTI
OT,MILCOV
OT,MORUNGLAV
OT,MOVILENI
OT,MUNICIPIUL CARACAL
OT,MUNICIPIUL SLATINA
OT,MĂRUNŢEI
OT,NICOLAE TITULESCU
OT,OBOGA
OT,OBÂRŞIA
OT,OPORELU
OT,OPTAŞI-MĂGURA
OT,ORAŞ BALŞ
OT,ORAŞ CORABIA
OT,ORAŞ DRĂGĂNEŞTI-OLT
OT,ORAŞ PIATRA-OLT
OT,ORAŞ POTCOAVA
OT,ORAŞ SCORNICEŞTI
OT,ORLEA
OT,OSICA DE JOS
OT,OSICA DE SUS
OT,PERIEŢI
OT,PLEŞOIU
OT,POBORU
OT,PRISEACA
OT,PÂRŞCOVENI
OT,RADOMIREŞTI
OT,REDEA
OT,ROTUNDA
OT,RUSĂNEŞTI
OT,SCHITU
OT,SCĂRIŞOARA
OT,SEACA
OT,SLĂTIOARA
OT,SPINENI
OT,SPRÂNCENATA
OT,STOENEŞTI
OT,STOICĂNEŞTI
OT,STREJEŞTI
OT,STUDINA
OT,SÂMBUREŞTI
OT,SÂRBII - MĂGURA
OT,TESLUI
OT,TIA MARE
OT,TOPANA
OT,TRAIAN
OT,TUFENI
OT,TĂTULEŞTI
OT,URZICA
OT,VALEA MARE
OT,VERGULEASA
OT,VITOMIREŞTI
OT,VIŞINA
OT,VIŞINA NOUĂ
OT,VLĂDILA
OT,VOINEASA
OT,VULPENI
OT,VULTUREŞTI
OT,VÂLCELE
OT,VĂDASTRA
OT,VĂDĂSTRIŢA
OT,VĂLENI
OT,ŞERBĂNEŞTI
OT,ŞOPÂRLIŢA
OT,ŞTEFAN CEL MARE
PH,ADUNAŢI
PH,ALBEŞTI-PALEOLOGU
PH,ALUNIŞ
PH,APOSTOLACHE
PH,ARICEŞTII RAHTIVANI
PH,ARICEŞTII ZELETIN
PH,BABA ANA
PH,BALTA DOAMNEI
PH,BERCENI
PH,BERTEA
PH,BLEJOI
PH,BOLDEŞTI-GRADIŞTEA
PH,BRAZI
PH,BREBU
PH,BUCOV
PH,BĂLŢEŞTI
PH,BĂNEŞTI
PH,BĂRCĂNEŞTI
PH,BĂTRÂNI
PH,CEPTURA
PH,CERAŞU
PH,CHIOJDEANCA
PH,CIORANI
PH,COCORĂŞTII COLŢ
PH,COCORĂŞTII MISLII
PH,COLCEAG
PH,CORNU
PH,COSMINELE
PH,CĂLUGĂRENI
PH,CĂRBUNEŞTI
PH,DRAJNA
PH,DRĂGĂNEŞTI
PH,DUMBRAVA
PH,DUMBRĂVEŞTI
PH,FILIPEŞTII DE PĂDURE
PH,FILIPEŞTII DE TÂRG
PH,FLOREŞTI
PH,FULGA
PH,FÂNTÂNELE
PH,GHERGHIŢA
PH,GORGOTA
PH,GORNET
PH,GORNET-CRICOV
PH,GURA VADULUI
PH,GURA VITIOAREI
PH,IORDĂCHEANU
PH,IZVOARELE
PH,JUGURENI
PH,LAPOŞ
PH,LIPĂNEŞTI
PH,MUNICIPIUL CÂMPINA
PH,MUNICIPIUL PLOIEŞTI
PH,MĂGURELE
PH,MĂGURENI
PH,MĂNECIU
PH,MĂNEŞTI
PH,OLARI
PH,ORAŞ AZUGA
PH,ORAŞ BOLDEŞTI-SCĂENI
PH,ORAŞ BREAZA
PH,ORAŞ BUŞTENI
PH,ORAŞ BĂICOI
PH,ORAŞ COMARNIC
PH,ORAŞ MIZIL
PH,ORAŞ PLOPENI
PH,ORAŞ SINAIA
PH,ORAŞ SLĂNIC
PH,ORAŞ URLAŢI
PH,ORAŞ VĂLENII DE MUNTE
PH,PLOPU
PH,PODENII NOI
PH,POIANA CÂMPINA
PH,POIENARII BURCHII
PH,POSEŞTI
PH,PREDEAL-SĂRARI
PH,PROVIŢA DE JOS
PH,PROVIŢA DE SUS
PH,PUCHENII MARI
PH,PĂCUREŢI
PH,PĂULEŞTI
PH,RÂFOV
PH,SALCIA
PH,SCORŢENI
PH,SECĂRIA
PH,STARCHIOJD
PH,SURANI
PH,SÂNGERU
PH,SĂLCIILE
PH,TALEA
PH,TEIŞANI
PH,TELEGA
PH,TINOSU
PH,TOMŞANI
PH,TÂRGŞORU VECHI
PH,TĂTARU
PH,VADU SĂPAT
PH,VALEA CĂLUGĂREASCĂ
PH,VALEA DOFTANEI
PH,VÂLCĂNEŞTI
PH,VĂRBILĂU
PH,ŞIRNA
PH,ŞOIMARI
PH,ŞOTRILE
PH,ŞTEFEŞTI
SB,ALMA
SB,ALŢINA
SB,APOLDU DE JOS
SB,ARPAŞU DE JOS
SB,AXENTE SEVER
SB,AŢEL
SB,BAZNA
SB,BIERTAN
SB,BLĂJEL
SB,BOIŢA
SB,BRATEIU
SB,BRUIU
SB,BRĂDENI
SB,BÂRGHIŞ
SB,CHIRPĂR
SB,CRISTIAN
SB,CÂRŢA
SB,CÂRŢIŞOARA
SB,DÂRLOS
SB,GURA RÂULUI
SB,HOGHILAG
SB,IACOBENI
SB,JINA
SB,LASLEA
SB,LOAMNEŞ
SB,LUDOŞ
SB,MARPOD
SB,MERGHINDEAL
SB,MICĂSASA
SB,MIHĂILENI
SB,MOŞNA
SB,MUNICIPIUL MEDIAŞ
SB,MUNICIPIUL SIBIU
SB,NOCRICH
SB,ORAŞ AGNITA
SB,ORAŞ AVRIG
SB,ORAŞ CISNĂDIE
SB,ORAŞ COPŞA MICĂ
SB,ORAŞ DUMBRĂVENI
SB,ORAŞ MIERCUREA SIBIULUI
SB,ORAŞ OCNA SIBIULUI
SB,ORAŞ SĂLIŞTE
SB,ORAŞ TĂLMACIU
SB,ORLAT
SB,POIANA SIBIULUI
SB,POPLACA
SB,PORUMBACU DE JOS
SB,PĂUCA
SB,RACOVIŢA
SB,ROŞIA
SB,RÂU SADULUI
SB,RĂŞINARI
SB,SADU
SB,SLIMNIC
SB,TILIŞCA
SB,TURNU ROŞU
SB,TÂRNAVA
SB,VALEA VIILOR
SB,VURPĂR
SB,ŞEICA MARE
SB,ŞEICA MICĂ
SB,ŞELIMBĂR
SB,ŞURA MARE
SB,ŞURA MICĂ
SJ,AGRIJ
SJ,ALMAŞU
SJ,BENESAT
SJ,BOBOTA
SJ,BOCŞA
SJ,BOGHIŞ
SJ,BUCIUMI
SJ,BĂBENI
SJ,BĂLAN
SJ,BĂNIŞOR
SJ,CAMĂR
SJ,CARASTELEC
SJ,CHIEŞD
SJ,CIZER
SJ,COŞEIU
SJ,CRASNA
SJ,CREACA
SJ,CRISTOLŢ
SJ,CRIŞENI
SJ,CUZĂPLAC
SJ,DOBRIN
SJ,DRAGU
SJ,FILDU DE JOS
SJ,GÂLGĂU
SJ,GÂRBOU
SJ,HALMĂŞD
SJ,HERECLEAN
SJ,HIDA
SJ,HOROATU CRASNEI
SJ,ILEANDA
SJ,IP
SJ,LETCA
SJ,LOZNA
SJ,MARCA
SJ,MESEŞENII DE JOS
SJ,MIRŞID
SJ,MUNICIPIUL ZALĂU
SJ,MĂERIŞTE
SJ,NUŞFALĂU
SJ,NĂPRADEA
SJ,ORAŞ CEHU SILVANIEI
SJ,ORAŞ JIBOU
SJ,ORAŞ ŞIMLEU SILVANIEI
SJ,PERICEI
SJ,PLOPIŞ
SJ,POIANA BLENCHII
SJ,ROMÂNAŞI
SJ,RUS
SJ,SOMEŞ-ODORHEI
SJ,SURDUC
SJ,SÂG
SJ,SÂNMIHAIU ALMAŞULUI
SJ,SĂLĂŢIG
SJ,TREZNEA
SJ,VALCĂU DE JOS
SJ,VÂRŞOLŢ
SJ,ZALHA
SJ,ZIMBOR
SJ,ŞAMŞUD
SJ,ŞIMIŞNA
SJ,ŞĂRMĂŞAG
SM,ACÂŞ
SM,AGRIŞ
SM,ANDRID
SM,APA
SM,BELTIUG
SM,BERVENI
SM,BIXAD
SM,BOGDAND
SM,BOTIZ
SM,BÂRSĂU
SM,BĂTARCI
SM,CEHAL
SM,CERTEZE
SM,CIUMEŞTI
SM,CRAIDOROLŢ
SM,CRUCIŞOR
SM,CULCIU
SM,CĂLINEŞTI-OAŞ
SM,CĂMIN
SM,CĂMĂRZANA
SM,CĂPLENI
SM,CĂUAŞ
SM,DOBA
SM,DOROLŢ
SM,FOIENI
SM,GHERŢA MICĂ
SM,HALMEU
SM,HODOD
SM,HOMOROADE
SM,LAZURI
SM,MEDIEŞU AURIT
SM,MICULA
SM,MOFTIN
SM,MUNICIPIUL CAREI
SM,MUNICIPIUL SATU MARE
SM,ODOREU
SM,ORAŞ ARDUD
SM,ORAŞ LIVADA
SM,ORAŞ NEGREŞTI-OAŞ
SM,ORAŞ TĂŞNAD
SM,ORAŞU NOU
SM,PETREŞTI
SM,PIR
SM,PIŞCOLT
SM,POMI
SM,PORUMBEŞTI
SM,PĂULEŞTI
SM,RACŞA
SM,SANISLĂU
SM,SANTĂU
SM,SOCOND
SM,SUPUR
SM,SĂCĂŞENI
SM,SĂUCA
SM,TARNA MARE
SM,TEREBEŞTI
SM,TIREAM
SM,TURULUNG
SM,TURŢ
SM,TÂRŞOLŢ
SM,URZICENI
SM,VALEA VINULUI
SM,VAMA
SM,VETIŞ
SM,VIILE SATU MARE
SV,ADÂNCATA
SV,ARBORE
SV,BAIA
SV,BERCHIŞEŞTI
SV,BILCA
SV,BOGDĂNEŞTI
SV,BOROAIA
SV,BOSANCI
SV,BOTOŞANA
SV,BREAZA
SV,BRODINA
SV,BUNEŞTI
SV,BURLA
SV,BĂLCĂUŢI
SV,BĂLĂCEANA
SV,CACICA
SV,CALAFINDEŞTI
SV,CAPU CÂMPULUI
SV,CIOCĂNEŞTI
SV,CIPRIAN PORUMBESCU
SV,COMĂNEŞTI
SV,CORNU LUNCII
SV,COŞNA
SV,CRUCEA
SV,CÂRLIBABA
SV,DOLHEŞTI
SV,DORNA CANDRENILOR
SV,DORNA-ARINI
SV,DORNEŞTI
SV,DRĂGOIEŞTI
SV,DRĂGUŞENI
SV,DUMBRĂVENI
SV,DĂRMĂNEŞTI
SV,FORĂŞTI
SV,FRUMOSU
SV,FRĂTĂUŢII NOI
SV,FRĂTĂUŢII VECHI
SV,FUNDU MOLDOVEI
SV,FÂNTÂNA MARE
SV,FÂNTÂNELE
SV,GRĂMEŞTI
SV,GRĂNICEŞTI
SV,GĂLĂNEŞTI
SV,HORODNIC DE JOS
SV,HORODNIC DE SUS
SV,HORODNICENI
SV,HÂRTOP
SV,HĂNŢEŞTI
SV,IACOBENI
SV,IASLOVĂŢ
SV,ILIŞEŞTI
SV,IPOTEŞTI
SV,IZVOARELE SUCEVEI
SV,MARGINEA
SV,MITOCU DRAGOMIRNEI
SV,MOARA
SV,MOLDOVA-SULIŢA
SV,MOLDOVIŢA
SV,MUNICIPIUL CÂMPULUNG MOLDOVENESC
SV,MUNICIPIUL FĂLTICENI
SV,MUNICIPIUL RĂDĂUŢI
SV,MUNICIPIUL SUCEAVA
SV,MUNICIPIUL VATRA DORNEI
SV,MUŞENIŢA
SV,MĂLINI
SV,MĂNĂSTIREA HUMORULUI
SV,ORAŞ BROŞTENI
SV,ORAŞ CAJVANA
SV,ORAŞ DOLHASCA
SV,ORAŞ FRASIN
SV,ORAŞ GURA HUMORULUI
SV,ORAŞ LITENI
SV,ORAŞ MILIŞĂUŢI
SV,ORAŞ SALCEA
SV,ORAŞ SIRET
SV,ORAŞ SOLCA
SV,ORAŞ VICOVU DE SUS
SV,OSTRA
SV,PANACI
SV,POIANA STAMPEI
SV,POIENI-SOLCA
SV,POJORÂTA
SV,PREUTEŞTI
SV,PUTNA
SV,PÂRTEŞTII DE JOS
SV,PĂLTINOASA
SV,PĂTRĂUŢI
SV,RÂŞCA
SV,RĂDĂŞENI
SV,SADOVA
SV,SATU MARE
SV,SIMINICEA
SV,SLATINA
SV,STRAJA
SV,STROIEŞTI
SV,STULPICANI
SV,SUCEVIŢA
SV,TODIREŞTI
SV,UDEŞTI
SV,ULMA
SV,VADU MOLDOVEI
SV,VALEA MOLDOVEI
SV,VAMA
SV,VATRA MOLDOVIŢEI
SV,VEREŞTI
SV,VICOVU DE JOS
SV,VOITINEL
SV,VOLOVĂŢ
SV,VULTUREŞTI
SV,ZAMOSTEA
SV,ZVORIŞTEA
SV,ŞARU DORNEI
SV,ŞCHEIA
SV,ŞERBĂUŢI
TL,BAIA
TL,BEIDAUD
TL,BEŞTEPE
TL,C.A. ROSETTI
TL,CARCALIU
TL,CASIMCEA
TL,CEAMURLIA DE JOS
TL,CEATALCHIOI
TL,CERNA
TL,CHILIA VECHE
TL,CIUCUROVA
TL,CRIŞAN
TL,DOROBANŢU
TL,DĂENI
TL,FRECĂŢEI
TL,GRECI
TL,GRINDU
TL,HAMCEARCA
TL,HORIA
TL,I.C.BRĂTIANU
TL,IZVOARELE
TL,JIJILA
TL,JURILOVCA
TL,LUNCAVIŢA
TL,MAHMUDIA
TL,MALIUC
TL,MIHAI BRAVU
TL,MIHAIL KOGĂLNICEANU
TL,MUNICIPIUL TULCEA
TL,MURIGHIOL
TL,NALBANT
TL,NICULIŢEL
TL,NUFĂRU
TL,ORAŞ BABADAG
TL,ORAŞ ISACCEA
TL,ORAŞ MĂCIN
TL,ORAŞ SULINA
TL,OSTROV
TL,PARDINA
TL,PECENEAGA
TL,SARICHIOI
TL,SFÂNTU GHEORGHE
TL,SLAVA CERCHEZĂ
TL,SMÂRDAN
TL,SOMOVA
TL,STEJARU
TL,TOPOLOG
TL,TURCOAIA
TL,VALEA NUCARILOR
TL,VALEA TEILOR
TL,VĂCĂRENI
TM,BALINŢ
TM,BANLOC
TM,BARA
TM,BEBA VECHE
TM,BECICHERECU MIC
TM,BELINŢ
TM,BETHAUSEN
TM,BILED
TM,BIRDA
TM,BOGDA
TM,BOLDUR
TM,BRESTOVĂŢ
TM,BUCOVĂŢ
TM,BÂRNA
TM,CENAD
TM,CENEI
TM,CHECEA
TM,CHEVEREŞU MARE
TM,COMLOŞU MARE
TM,COŞTEIU
TM,CRICIOVA
TM,CURTEA
TM,CĂRPINIŞ
TM,DAROVA
TM,DENTA
TM,DUDEŞTII NOI
TM,DUDEŞTII VECHI
TM,DUMBRAVA
TM,DUMBRĂVIŢA
TM,FIBIŞ
TM,FOENI
TM,FÂRDEA
TM,GAVOJDIA
TM,GHILAD
TM,GHIRODA
TM,GHIZELA
TM,GIARMATA
TM,GIERA
TM,GIROC
TM,GIULVĂZ
TM,GOTTLOB
TM,IECEA MARE
TM,JAMU MARE
TM,JEBEL
TM,LENAUHEIM
TM,LIEBLING
TM,LIVEZILE
TM,LOVRIN
TM,MARGINA
TM,MAŞLOC
TM,MORAVIŢA
TM,MOŞNIŢA NOUĂ
TM,MUNICIPIUL LUGOJ
TM,MUNICIPIUL TIMIŞOARA
TM,MĂNĂŞTIUR
TM,NIŢCHIDORF
TM,NĂDRAG
TM,OHABA LUNGĂ
TM,ORAŞ BUZIAŞ
TM,ORAŞ CIACOVA
TM,ORAŞ DETA
TM,ORAŞ FĂGET
TM,ORAŞ GĂTAIA
TM,ORAŞ JIMBOLIA
TM,ORAŞ RECAŞ
TM,ORAŞ SÂNNICOLAU MARE
TM,ORŢIŞOARA
TM,OTELEC
TM,PARŢA
TM,PECIU NOU
TM,PERIAM
TM,PESAC
TM,PIETROASA
TM,PIŞCHIA
TM,PĂDURENI
TM,RACOVIŢA
TM,REMETEA MARE
TM,SACOŞU TURCESC
TM,SARAVALE
TM,SATCHINEZ
TM,SECAŞ
TM,SÂNANDREI
TM,SÂNMIHAIU ROMÂN
TM,SÂNPETRU MARE
TM,SĂCĂLAZ
TM,TEREMIA MARE
TM,TOMEŞTI
TM,TOMNATIC
TM,TOPOLOVĂŢU MARE
TM,TORMAC
TM,TRAIAN VUIA
TM,UIVAR
TM,VARIAŞ
TM,VICTOR VLAD DELAMARINA
TM,VOITEG
TM,VĂLCANI
TM,ŞAG
TM,ŞANDRA
TM,ŞTIUCA
TR,BALACI
TR,BECIU
TR,BEUCA
TR,BLEJEŞTI
TR,BOGDANA
TR,BOTOROAGA
TR,BRAGADIRU
TR,BRÂNCENI
TR,BUJORENI
TR,BUJORU
TR,BUZESCU
TR,BĂBĂIŢA
TR,CERVENIA
TR,CIOLĂNEŞTI
TR,CIUPERCENI
TR,CONŢEŞTI
TR,COSMEŞTI
TR,CREVENICU
TR,CRÂNGENI
TR,CRÂNGU
TR,CĂLINEŞTI
TR,CĂLMĂŢUIU
TR,CĂLMĂŢUIU DE SUS
TR,DIDEŞTI
TR,DOBROTEŞTI
TR,DRACEA
TR,DRĂCŞENEI
TR,DRĂGĂNEŞTI DE VEDE
TR,DRĂGĂNEŞTI-VLAŞCA
TR,FRUMOASA
TR,FRĂSINET
TR,FURCULEŞTI
TR,FÂNTÂNELE
TR,GRATIA
TR,GĂLĂTENI
TR,ISLAZ
TR,IZVOARELE
TR,LISA
TR,LIŢA
TR,LUNCA
TR,MAVRODIN
TR,MERENI
TR,MOŞTENI
TR,MUNICIPIUL ALEXANDRIA
TR,MUNICIPIUL ROŞIORI DE VEDE
TR,MUNICIPIUL TURNU MĂGURELE
TR,MÂRZĂNEŞTI
TR,MĂGURA
TR,MĂLDĂENI
TR,NANOV
TR,NECŞEŞTI
TR,NENCIULEŞTI
TR,NĂSTURELU
TR,OLTENI
TR,ORAŞ VIDELE
TR,ORAŞ ZIMNICEA
TR,ORBEASCA
TR,PERETU
TR,PIATRA
TR,PIETROŞANI
TR,PLOPII-SLĂVITEŞTI
TR,PLOSCA
TR,POENI
TR,POROSCHIA
TR,PURANI
TR,PUTINEIU
TR,RĂDOIEŞTI
TR,RĂSMIREŞTI
TR,SAELELE
TR,SALCIA
TR,SCRIOAŞTEA
TR,SCURTU MARE
TR,SEACA
TR,SEGARCEA-VALE
TR,SFINŢEŞTI
TR,SILIŞTEA
TR,SILIŞTEA-GUMEŞTI
TR,SLOBOZIA MÂNDRA
TR,SMÂRDIOASA
TR,STEJARU
TR,SUHAIA
TR,SÂRBENI
TR,SĂCENI
TR,TALPA
TR,TRAIAN
TR,TRIVALEA-MOŞTENI
TR,TROIANUL
TR,TĂTĂRĂŞTII DE JOS
TR,TĂTĂRĂŞTII DE SUS
TR,UDA-CLOCOCIOV
TR,VEDEA
TR,VIIŞOARA
TR,VITĂNEŞTI
TR,VÂRTOAPE
TR,ZÂMBREASCA
TR,ŞTOROBĂNEASA
TR,ŢIGĂNEŞTI
VL,ALUNU
VL,AMĂRĂŞTI
VL,BERISLĂVEŞTI
VL,BOIŞOARA
VL,BUDEŞTI
VL,BUJORENI
VL,BUNEŞTI
VL,BĂRBĂTEŞTI
VL,CERNIŞOARA
VL,COPĂCENI
VL,COSTEŞTI
VL,CREŢENI
VL,CÂINENI
VL,DICULEŞTI
VL,DRĂGOEŞTI
VL,DĂEŞTI
VL,DĂNICEI
VL,FRÂNCEŞTI
VL,FÂRTĂŢEŞTI
VL,FĂUREŞTI
VL,GALICEA
VL,GHIOROIU
VL,GLĂVILE
VL,GOLEŞTI
VL,GRĂDIŞTEA
VL,GUŞOENI
VL,IONEŞTI
VL,LALOŞU
VL,LIVEZI
VL,LUNGEŞTI
VL,LĂCUSTENI
VL,LĂDEŞTI
VL,LĂPUŞATA
VL,MALAIA
VL,MATEEŞTI
VL,MIHĂEŞTI
VL,MILCOIU
VL,MITROFANI
VL,MUEREASCA
VL,MUNICIPIUL DRĂGĂŞANI
VL,MUNICIPIUL RÂMNICU VÂLCEA
VL,MĂCIUCA
VL,MĂDULARI
VL,MĂLDĂREŞTI
VL,NICOLAE BĂLCESCU
VL,OLANU
VL,ORAŞ BERBEŞTI
VL,ORAŞ BREZOI
VL,ORAŞ BĂBENI
VL,ORAŞ BĂILE GOVORA
VL,ORAŞ BĂILE OLĂNEŞTI
VL,ORAŞ BĂLCEŞTI
VL,ORAŞ CĂLIMĂNEŞTI
VL,ORAŞ HOREZU
VL,ORAŞ OCNELE MARI
VL,ORLEŞTI
VL,OTEŞANI
VL,PERIŞANI
VL,PESCEANA
VL,PIETRARI
VL,POPEŞTI
VL,PRUNDENI
VL,PĂUŞEŞTI
VL,PĂUŞEŞTI-MĂGLAŞI
VL,RACOVIŢA
VL,ROEŞTI
VL,ROŞIILE
VL,RUNCU
VL,SCUNDU
VL,SINEŞTI
VL,SLĂTIOARA
VL,STOENEŞTI
VL,STOILEŞTI
VL,STROEŞTI
VL,STĂNEŞTI
VL,SUTEŞTI
VL,SĂLĂTRUCEL
VL,TETOIU
VL,TITEŞTI
VL,TOMŞANI
VL,VAIDEENI
VL,VALEA MARE
VL,VLĂDEŞTI
VL,VOICEŞTI
VL,VOINEASA
VL,ZĂTRENI
VL,ŞIRINEASA
VL,ŞTEFĂNEŞTI
VL,ŞUŞANI
VN,ANDREIAŞU DE JOS
VN,BILIEŞTI
VN,BOGHEŞTI
VN,BOLOTEŞTI
VN,BORDEŞTI
VN,BROŞTENI
VN,BÂRSEŞTI
VN,BĂLEŞTI
VN,CHIOJDENI
VN,CIORĂŞTI
VN,CORBIŢA
VN,COTEŞTI
VN,CÂMPINEANCA
VN,CÂMPURI
VN,CÂRLIGELE
VN,DUMBRĂVENI
VN,DUMITREŞTI
VN,FITIONEŞTI
VN,GAROAFA
VN,GOLEŞTI
VN,GOLOGANU
VN,GUGEŞTI
VN,GURA CALIŢEI
VN,HOMOCEA
VN,JARIŞTEA
VN,JITIA
VN,MERA
VN,MILCOVUL
VN,MOVILIŢA
VN,MUNICIPIUL ADJUD
VN,MUNICIPIUL FOCŞANI
VN,MĂICĂNEŞTI
VN,NEGRILEŞTI
VN,NEREJU
VN,NISTOREŞTI
VN,NĂNEŞTI
VN,NĂRUJA
VN,OBREJIŢA
VN,ORAŞ MĂRĂŞEŞTI
VN,ORAŞ ODOBEŞTI
VN,ORAŞ PANCIU
VN,PALTIN
VN,PLOSCUŢENI
VN,POIANA CRISTEI
VN,POPEŞTI
VN,PUFEŞTI
VN,PĂULEŞTI
VN,PĂUNEŞTI
VN,REGHIU
VN,RUGINEŞTI
VN,RĂCOASA
VN,RĂSTOACA
VN,SIHLEA
VN,SLOBOZIA BRADULUI
VN,SLOBOZIA CIORĂŞTI
VN,SOVEJA
VN,SPULBER
VN,STRĂOANE
VN,SURAIA
VN,TULNICI
VN,TÂMBOEŞTI
VN,TĂNĂSOAIA
VN,TĂTĂRANU
VN,URECHEŞTI
VN,VALEA SĂRII
VN,VIDRA
VN,VINTILEASCA
VN,VIZANTEA-LIVEZI
VN,VRÂNCIOAIA
VN,VULTURU
VN,VÂNĂTORI
VN,VÂRTEŞCOIU
VN,ŢIFEŞTI
VS,ALBEŞTI
VS,ALEXANDRU VLAHUŢĂ
VS,ARSURA
VS,BANCA
VS,BEREZENI
VS,BLĂGEŞTI
VS,BOGDANA
VS,BOGDĂNEŞTI
VS,BOGDĂNIŢA
VS,BOŢEŞTI
VS,BUNEŞTI-AVEREŞTI
VS,BĂCANI
VS,BĂCEŞTI
VS,BĂLTENI
VS,CIOCANI
VS,CODĂEŞTI
VS,COROIEŞTI
VS,COSTEŞTI
VS,COZMEŞTI
VS,CREŢEŞTI
VS,DELENI
VS,DELEŞTI
VS,DIMITRIE CANTEMIR
VS,DODEŞTI
VS,DRAGOMIREŞTI
VS,DRÂNCENI
VS,DUDA-EPURENI
VS,DUMEŞTI
VS,DĂNEŞTI
VS,EPURENI
VS,FEREŞTI
VS,FRUNTIŞENI
VS,FĂLCIU
VS,GHERGHEŞTI
VS,GRIVIŢA
VS,GÂRCENI
VS,GĂGEŞTI
VS,HOCENI
VS,IANA
VS,IBĂNEŞTI
VS,IVEŞTI
VS,IVĂNEŞTI
VS,LAZA
VS,LIPOVĂŢ
VS,LUNCA BANULUI
VS,MICLEŞTI
VS,MUNICIPIUL BÂRLAD
VS,MUNICIPIUL HUŞI
VS,MUNICIPIUL VASLUI
VS,MUNTENII DE JOS
VS,MUNTENII DE SUS
VS,MĂLUŞTENI
VS,OLTENEŞTI
VS,ORAŞ MURGENI
VS,ORAŞ NEGREŞTI
VS,OŞEŞTI
VS,PERIENI
VS,POCHIDIA
VS,POGANA
VS,POGONEŞTI
VS,POIENEŞTI
VS,PUIEŞTI
VS,PUNGEŞTI
VS,PUŞCAŞI
VS,PĂDURENI
VS,RAFAILA
VS,REBRICEA
VS,ROŞIEŞTI
VS,SOLEŞTI
VS,STĂNILEŞTI
VS,TANACU
VS,TODIREŞTI
VS,TUTOVA
VS,TĂCUTA
VS,TĂTĂRĂNI
VS,VETRIŞOAIA
VS,VIIŞOARA
VS,VINDEREI
VS,VOINEŞTI
VS,VULTUREŞTI
VS,VUTCANI
VS,VĂLENI
VS,ZORLENI
VS,ZĂPODENI
VS,ŞTEFAN CEL MARE
VS,ŞULETEA
